Ensembl ID	HGNC symbol	Motif evidence	Motif ID	Motif type	Motif source	CIS-BP ID	Best Motif(s)? (Figure 2A)
ENSG00000215612	HMX1	"Inferred - HMX2 (89% AA Identity, Homo sapiens)"	HMX2_FL_HT-SELEX	HT-SELEX	Yin2017	M08779_1.94d	
ENSG00000215612	HMX1	"Inferred - HMX2 (89% AA Identity, Homo sapiens)"	HMX2_FL_Methyl-HT-SELEX	Methyl-HT-SELEX	Yin2017	M08780_1.94d	
ENSG00000215612	HMX1	"Inferred - HMX2 (89% AA Identity, Homo sapiens)"	HMX2_eDBD_HT-SELEX	HT-SELEX	Yin2017	M08777_1.94d	
ENSG00000215612	HMX1	"Inferred - HMX2 (89% AA Identity, Homo sapiens)"	HMX2_eDBD_Methyl-HT-SELEX	Methyl-HT-SELEX	Yin2017	M08778_1.94d	
ENSG00000215612	HMX1	"Inferred - Hmx2 (89% AA Identity, Mus musculus)"	Hmx2_3424	PBM	Berger08	M01437_1.94d	
ENSG00000215612	HMX1	"Inferred - Hmx3 (94% AA Identity, Mus musculus)"	V$HMX1_01	Transfac	Transfac	M04185_1.94d	
ENSG00000215612	HMX1	"Inferred - Hmx3_CONSTRUCT (91% AA Identity, PBM CONSTRUCTS)"	Hmx3_3490	PBM	Berger08	M01599_1.94d	
ENSG00000215612	HMX1	"Inferred - NKX3-2 (68% AA Identity, Homo sapiens)"	MA0122.2	SELEX	JASPAR	M02683_1.94d	
ENSG00000215612	HMX1	"Inferred - NKX3-2 (68% AA Identity, Homo sapiens)"	NKX3-2_eDBD_HT-SELEX	HT-SELEX	Yin2017	M08978_1.94d	
ENSG00000215612	HMX1	"Inferred - NKX3-2 (68% AA Identity, Homo sapiens)"	NKX3-2_eDBD_Methyl-HT-SELEX_1	Methyl-HT-SELEX	Yin2017	M09869_1.94d	
ENSG00000215612	HMX1	"Inferred - NKX3-2 (68% AA Identity, Homo sapiens)"	NKX3-2_eDBD_Methyl-HT-SELEX_2	Methyl-HT-SELEX	Yin2017	M09870_1.94d	
ENSG00000215612	HMX1	"Inferred - NKX3-2 (68% AA Identity, Homo sapiens)"	NKX32_f1	Misc	HocoMoco	M06680_1.94d	
ENSG00000215612	HMX1	"Inferred - NKX3-2 (68% AA Identity, Homo sapiens)"	V$NKX32_01	Transfac	Transfac	M04450_1.94d	
ENSG00000215612	HMX1	"Inferred - Nkx3-2 (68% AA Identity, Mus musculus)"	Bapx1_2343	PBM	Berger08	M01436_1.94d	
ENSG00000188816	HMX2	Direct	HMX2_1	HT-SELEX	Jolma2013	M05794_1.94d	
ENSG00000188816	HMX2	Direct	HMX2_FL_HT-SELEX	HT-SELEX	Yin2017	M08779_1.94d	TRUE
ENSG00000188816	HMX2	Direct	HMX2_FL_Methyl-HT-SELEX	Methyl-HT-SELEX	Yin2017	M08780_1.94d	
ENSG00000188816	HMX2	Direct	HMX2_eDBD_HT-SELEX	HT-SELEX	Yin2017	M08777_1.94d	
ENSG00000188816	HMX2	Direct	HMX2_eDBD_Methyl-HT-SELEX	Methyl-HT-SELEX	Yin2017	M08778_1.94d	
ENSG00000188816	HMX2	"Inferred - Hmx (87% AA Identity, Drosophila melanogaster)"	Hmx_1	HT-SELEX	Nitta2015	M07389_1.94d	
ENSG00000188816	HMX2	"Inferred - Hmx (87% AA Identity, Drosophila melanogaster)"	MA0192.1	B1H	JASPAR	M02744_1.94d	
ENSG00000188816	HMX2	"Inferred - HMX1 (89% AA Identity, Homo sapiens)"	HMX1_eDBD_HT-SELEX	HT-SELEX	Yin2017	M08775_1.94d	
ENSG00000188816	HMX2	"Inferred - HMX1 (89% AA Identity, Homo sapiens)"	HMX1_eDBD_Methyl-HT-SELEX	Methyl-HT-SELEX	Yin2017	M08776_1.94d	
ENSG00000188816	HMX2	"Inferred - Hmx1 (89% AA Identity, Mus musculus)"	Hmx1_3423	PBM	Berger08	M01456_1.94d	
ENSG00000188816	HMX2	"Inferred - Hmx2 (100% AA Identity, Mus musculus)"	Hmx2_3424	PBM	Berger08	M01437_1.94d	
ENSG00000188816	HMX2	"Inferred - Hmx3 (91% AA Identity, Mus musculus)"	V$HMX1_01	Transfac	Transfac	M04185_1.94d	
ENSG00000188816	HMX2	"Inferred - Hmx3_CONSTRUCT (87% AA Identity, PBM CONSTRUCTS)"	Hmx3_3490	PBM	Berger08	M01599_1.94d	
ENSG00000188620	HMX3	Direct	HMX3_1	HT-SELEX	Jolma2013	M05795_1.94d	TRUE
ENSG00000188620	HMX3	"Inferred - Hmx (94% AA Identity, Drosophila melanogaster)"	Hmx_1	HT-SELEX	Nitta2015	M07389_1.94d	
ENSG00000188620	HMX3	"Inferred - Hmx (94% AA Identity, Drosophila melanogaster)"	MA0192.1	B1H	JASPAR	M02744_1.94d	
ENSG00000188620	HMX3	"Inferred - HMX1 (94% AA Identity, Homo sapiens)"	HMX1_eDBD_HT-SELEX	HT-SELEX	Yin2017	M08775_1.94d	
ENSG00000188620	HMX3	"Inferred - HMX1 (94% AA Identity, Homo sapiens)"	HMX1_eDBD_Methyl-HT-SELEX	Methyl-HT-SELEX	Yin2017	M08776_1.94d	
ENSG00000188620	HMX3	"Inferred - Hmx1 (94% AA Identity, Mus musculus)"	Hmx1_3423	PBM	Berger08	M01456_1.94d	
ENSG00000188620	HMX3	"Inferred - HMX2 (91% AA Identity, Homo sapiens)"	HMX2_FL_HT-SELEX	HT-SELEX	Yin2017	M08779_1.94d	
ENSG00000188620	HMX3	"Inferred - HMX2 (91% AA Identity, Homo sapiens)"	HMX2_FL_Methyl-HT-SELEX	Methyl-HT-SELEX	Yin2017	M08780_1.94d	
ENSG00000188620	HMX3	"Inferred - HMX2 (91% AA Identity, Homo sapiens)"	HMX2_eDBD_HT-SELEX	HT-SELEX	Yin2017	M08777_1.94d	
ENSG00000188620	HMX3	"Inferred - HMX2 (91% AA Identity, Homo sapiens)"	HMX2_eDBD_Methyl-HT-SELEX	Methyl-HT-SELEX	Yin2017	M08778_1.94d	
ENSG00000188620	HMX3	"Inferred - Hmx2 (91% AA Identity, Mus musculus)"	Hmx2_3424	PBM	Berger08	M01437_1.94d	
ENSG00000188620	HMX3	"Inferred - Hmx3 (100% AA Identity, Mus musculus)"	V$HMX1_01	Transfac	Transfac	M04185_1.94d	
ENSG00000188620	HMX3	"Inferred - Hmx3_CONSTRUCT (96% AA Identity, PBM CONSTRUCTS)"	Hmx3_3490	PBM	Berger08	M01599_1.94d	
ENSG00000188620	HMX3	"Inferred - NKX3-2 (68% AA Identity, Homo sapiens)"	MA0122.2	SELEX	JASPAR	M02683_1.94d	
ENSG00000188620	HMX3	"Inferred - NKX3-2 (68% AA Identity, Homo sapiens)"	NKX3-2_eDBD_HT-SELEX	HT-SELEX	Yin2017	M08978_1.94d	
ENSG00000188620	HMX3	"Inferred - NKX3-2 (68% AA Identity, Homo sapiens)"	NKX3-2_eDBD_Methyl-HT-SELEX_1	Methyl-HT-SELEX	Yin2017	M09869_1.94d	
ENSG00000188620	HMX3	"Inferred - NKX3-2 (68% AA Identity, Homo sapiens)"	NKX3-2_eDBD_Methyl-HT-SELEX_2	Methyl-HT-SELEX	Yin2017	M09870_1.94d	
ENSG00000188620	HMX3	"Inferred - NKX3-2 (68% AA Identity, Homo sapiens)"	NKX32_f1	Misc	HocoMoco	M06680_1.94d	
ENSG00000188620	HMX3	"Inferred - NKX3-2 (68% AA Identity, Homo sapiens)"	V$NKX32_01	Transfac	Transfac	M04450_1.94d	
ENSG00000188620	HMX3	"Inferred - Nkx3-2 (68% AA Identity, Mus musculus)"	Bapx1_2343	PBM	Berger08	M01436_1.94d	
ENSG00000135100	HNF1A	Direct	HNF1A_1	HT-SELEX	Jolma2013	M05796_1.94d	TRUE
ENSG00000135100	HNF1A	Direct	HNF1A_f1	Misc	HocoMoco	M06582_1.94d	
ENSG00000135100	HNF1A	Direct	MA0046.2	SELEX	JASPAR	M02619_1.94d	
ENSG00000135100	HNF1A	Direct	V$HNF1A_Q4	Transfac	Transfac	M04187_1.94d	
ENSG00000135100	HNF1A	Direct	V$HNF1A_Q5	Transfac	Transfac	M04188_1.94d	
ENSG00000135100	HNF1A	Direct	V$HNF1_01	Transfac	Transfac	M04186_1.94d	
ENSG00000135100	HNF1A	Direct	V$HNF1_C	Transfac	Transfac	M04191_1.94d	
ENSG00000135100	HNF1A	"Inferred - Hnf1a (98% AA Identity, Mus musculus)"	Tcf1_2666	PBM	Badis09	M01372_1.94d	
ENSG00000135100	HNF1A	"Inferred - Hnf1a (98% AA Identity, Mus musculus)"	Tcf1_2666	PBM	Berger08	M01373_1.94d	
ENSG00000135100	HNF1A	"Inferred - HNF1B (92% AA Identity, Homo sapiens)"	HNF1B_f1	Misc	HocoMoco	M06583_1.94d	
ENSG00000135100	HNF1A	"Inferred - HNF1B (92% AA Identity, Homo sapiens)"	MA0153.2	SELEX	JASPAR	M02708_1.94d	
ENSG00000135100	HNF1A	"Inferred - HNF1B (92% AA Identity, Homo sapiens)"	V$HNF1B_Q6	Transfac	Transfac	M04190_1.94d	
ENSG00000135100	HNF1A	"Inferred - HNF1B (92% AA Identity, Homo sapiens)"	V$HNF1B_Q6_01	Transfac	Transfac	M04189_1.94d	
ENSG00000135100	HNF1A	"Inferred - HNF1B (92% AA Identity, Homo sapiens)"	V$LFA1_Q6	Transfac	Transfac	M04303_1.94d	
ENSG00000135100	HNF1A	"Inferred - Hnf1b (92% AA Identity, Mus musculus)"	Tcf2_0913	PBM	Berger08	M01334_1.94d	
ENSG00000275410	HNF1B	Direct	HNF1B_1	HT-SELEX	Jolma2013	M05797_1.94d	TRUE
ENSG00000275410	HNF1B	Direct	HNF1B_2	HT-SELEX	Jolma2013	M05798_1.94d	TRUE
ENSG00000275410	HNF1B	Direct	HNF1B_f1	Misc	HocoMoco	M06583_1.94d	
ENSG00000275410	HNF1B	Direct	MA0153.2	SELEX	JASPAR	M02708_1.94d	
ENSG00000275410	HNF1B	Direct	V$HNF1B_Q6	Transfac	Transfac	M04190_1.94d	
ENSG00000275410	HNF1B	Direct	V$HNF1B_Q6_01	Transfac	Transfac	M04189_1.94d	
ENSG00000275410	HNF1B	Direct	V$LFA1_Q6	Transfac	Transfac	M04303_1.94d	
ENSG00000275410	HNF1B	"Inferred - Hnf1a (90% AA Identity, Mus musculus)"	Tcf1_2666	PBM	Badis09	M01372_1.94d	
ENSG00000275410	HNF1B	"Inferred - Hnf1a (90% AA Identity, Mus musculus)"	Tcf1_2666	PBM	Berger08	M01373_1.94d	
ENSG00000275410	HNF1B	"Inferred - HNF1A (92% AA Identity, Homo sapiens)"	HNF1A_f1	Misc	HocoMoco	M06582_1.94d	
ENSG00000275410	HNF1B	"Inferred - HNF1A (92% AA Identity, Homo sapiens)"	MA0046.2	SELEX	JASPAR	M02619_1.94d	
ENSG00000275410	HNF1B	"Inferred - HNF1A (92% AA Identity, Homo sapiens)"	V$HNF1A_Q4	Transfac	Transfac	M04187_1.94d	
ENSG00000275410	HNF1B	"Inferred - HNF1A (92% AA Identity, Homo sapiens)"	V$HNF1A_Q5	Transfac	Transfac	M04188_1.94d	
ENSG00000275410	HNF1B	"Inferred - HNF1A (92% AA Identity, Homo sapiens)"	V$HNF1_01	Transfac	Transfac	M04186_1.94d	
ENSG00000275410	HNF1B	"Inferred - HNF1A (92% AA Identity, Homo sapiens)"	V$HNF1_C	Transfac	Transfac	M04191_1.94d	
ENSG00000275410	HNF1B	"Inferred - HNF1B (100% AA Identity, Homo sapiens)"	HNF1B_f1	Misc	HocoMoco	M06583_1.94d	
ENSG00000275410	HNF1B	"Inferred - HNF1B (100% AA Identity, Homo sapiens)"	MA0153.2	SELEX	JASPAR	M02708_1.94d	
ENSG00000275410	HNF1B	"Inferred - HNF1B (100% AA Identity, Homo sapiens)"	V$HNF1B_Q6	Transfac	Transfac	M04190_1.94d	
ENSG00000275410	HNF1B	"Inferred - HNF1B (100% AA Identity, Homo sapiens)"	V$HNF1B_Q6_01	Transfac	Transfac	M04189_1.94d	
ENSG00000275410	HNF1B	"Inferred - HNF1B (100% AA Identity, Homo sapiens)"	V$LFA1_Q6	Transfac	Transfac	M04303_1.94d	
ENSG00000275410	HNF1B	"Inferred - Hnf1b (100% AA Identity, Mus musculus)"	Tcf2_0913	PBM	Berger08	M01334_1.94d	
ENSG00000101076	HNF4A	Direct	HNF4A_1	HT-SELEX	Jolma2013	M05799_1.94d	
ENSG00000101076	HNF4A	Direct	HNF4A_2	HT-SELEX	Jolma2013	M05800_1.94d	
ENSG00000101076	HNF4A	Direct	HNF4A_3	HT-SELEX	Jolma2013	M05801_1.94d	
ENSG00000101076	HNF4A	Direct	HNF4A_4	HT-SELEX	Jolma2013	M05802_1.94d	
ENSG00000101076	HNF4A	Direct	HNF4A_5	HT-SELEX	Jolma2013	M05803_1.94d	TRUE
ENSG00000101076	HNF4A	Direct	HNF4A_6	HT-SELEX	Jolma2013	M05804_1.94d	
ENSG00000101076	HNF4A	Direct	HNF4A_eDBD_HT-SELEX_1	HT-SELEX	Yin2017	M10190_1.94d	
ENSG00000101076	HNF4A	Direct	HNF4A_eDBD_HT-SELEX_2	HT-SELEX	Yin2017	M10191_1.94d	
ENSG00000101076	HNF4A	Direct	HNF4A_eDBD_HT-SELEX_3	HT-SELEX	Yin2017	M10192_1.94d	
ENSG00000101076	HNF4A	Direct	HNF4A_eDBD_HT-SELEX_4	HT-SELEX	Yin2017	M10193_1.94d	
ENSG00000101076	HNF4A	Direct	HNF4A_eDBD_Methyl-HT-SELEX_1	Methyl-HT-SELEX	Yin2017	M10194_1.94d	
ENSG00000101076	HNF4A	Direct	HNF4A_eDBD_Methyl-HT-SELEX_2	Methyl-HT-SELEX	Yin2017	M10195_1.94d	
ENSG00000101076	HNF4A	Direct	HNF4A_eDBD_Methyl-HT-SELEX_3	Methyl-HT-SELEX	Yin2017	M10196_1.94d	
ENSG00000101076	HNF4A	Direct	HNF4A_eDBD_Methyl-HT-SELEX_4	Methyl-HT-SELEX	Yin2017	M10197_1.94d	
ENSG00000101076	HNF4A	Direct	HNF4A_f1	Misc	HocoMoco	M06584_1.94d	
ENSG00000101076	HNF4A	Direct	HepG2-HNF4a_GSE25021	Misc	HOMER	M06918_1.94d	
ENSG00000101076	HNF4A	Direct	Mv81	ChIP-seq	modENCODE	M05537_1.94d	
ENSG00000101076	HNF4A	Direct	Mv82	ChIP-seq	modENCODE	M05538_1.94d	
ENSG00000101076	HNF4A	Direct	V$HNF4ALPHA_Q6	Transfac	Transfac	M04202_1.94d	
ENSG00000101076	HNF4A	Direct	V$HNF4A_09	Transfac	Transfac	M04200_1.94d	
ENSG00000101076	HNF4A	Direct	V$HNF4A_10	Transfac	Transfac	M04201_1.94d	
ENSG00000101076	HNF4A	Direct	V$HNF4A_Q3	Transfac	Transfac	M04203_1.94d	
ENSG00000101076	HNF4A	Direct	V$HNF4A_Q6_01	Transfac	Transfac	M04204_1.94d	
ENSG00000101076	HNF4A	Direct	V$HNF4_01	Transfac	Transfac	M04199_1.94d	
ENSG00000101076	HNF4A	Direct	V$HNF4_01_B	Transfac	Transfac	M04198_1.94d	
ENSG00000101076	HNF4A	Direct	V$HNF4_Q6_01	Transfac	Transfac	M04208_1.94d	
ENSG00000101076	HNF4A	Direct	V$HNF4_Q6_02	Transfac	Transfac	M04209_1.94d	
ENSG00000101076	HNF4A	Direct	V$HNF4_Q6_03	Transfac	Transfac	M04210_1.94d	
ENSG00000101076	HNF4A	Direct	V$HNF4_Q6_04	Transfac	Transfac	M04211_1.94d	
ENSG00000101076	HNF4A	"Inferred - Hnf4 (88% AA Identity, Drosophila melanogaster)"	Hnf4_1	HT-SELEX	Nitta2015	M07390_1.94d	
ENSG00000101076	HNF4A	"Inferred - Hnf4 (88% AA Identity, Drosophila melanogaster)"	Hnf4_2	HT-SELEX	Nitta2015	M07391_1.94d	
ENSG00000101076	HNF4A	"Inferred - Hnf4 (88% AA Identity, Drosophila melanogaster)"	Hnf4_3	HT-SELEX	Nitta2015	M07392_1.94d	
ENSG00000101076	HNF4A	"Inferred - Hnf4 (88% AA Identity, Drosophila melanogaster)"	Hnf4_4	HT-SELEX	Nitta2015	M07393_1.94d	
ENSG00000101076	HNF4A	"Inferred - Hnf4a (100% AA Identity, Mus musculus)"	Hnf4a_2640	PBM	Badis09	M01999_1.94d	
ENSG00000101076	HNF4A	"Inferred - Hnf4a (100% AA Identity, Mus musculus)"	MA0114.3	SELEX	JASPAR	M02677_1.94d	
ENSG00000101076	HNF4A	"Inferred - HNF4G (92% AA Identity, Homo sapiens)"	HNF4G_f1	Misc	HocoMoco	M06585_1.94d	
ENSG00000101076	HNF4A	"Inferred - HNF4G (92% AA Identity, Homo sapiens)"	MA0484.1	ChIP-seq	JASPAR	M03025_1.94d	
ENSG00000101076	HNF4A	"Inferred - HNF4G (92% AA Identity, Homo sapiens)"	V$HNF4G_01	Transfac	Transfac	M04205_1.94d	
ENSG00000101076	HNF4A	"Inferred - HNF4G (92% AA Identity, Homo sapiens)"	V$HNF4G_02	Transfac	Transfac	M04206_1.94d	
ENSG00000101076	HNF4A	"Inferred - HNF4G (92% AA Identity, Homo sapiens)"	V$HNF4G_03	Transfac	Transfac	M04207_1.94d	
ENSG00000164749	HNF4G	Direct	HNF4G_f1	Misc	HocoMoco	M06585_1.94d	
ENSG00000164749	HNF4G	Direct	MA0484.1	ChIP-seq	JASPAR	M03025_1.94d	
ENSG00000164749	HNF4G	Direct	V$HNF4G_01	Transfac	Transfac	M04205_1.94d	TRUE
ENSG00000164749	HNF4G	Direct	V$HNF4G_02	Transfac	Transfac	M04206_1.94d	
ENSG00000164749	HNF4G	Direct	V$HNF4G_03	Transfac	Transfac	M04207_1.94d	
ENSG00000164749	HNF4G	"Inferred - Hnf4 (87% AA Identity, Drosophila melanogaster)"	Hnf4_1	HT-SELEX	Nitta2015	M07390_1.94d	
ENSG00000164749	HNF4G	"Inferred - Hnf4 (87% AA Identity, Drosophila melanogaster)"	Hnf4_2	HT-SELEX	Nitta2015	M07391_1.94d	
ENSG00000164749	HNF4G	"Inferred - Hnf4 (87% AA Identity, Drosophila melanogaster)"	Hnf4_3	HT-SELEX	Nitta2015	M07392_1.94d	
ENSG00000164749	HNF4G	"Inferred - Hnf4 (87% AA Identity, Drosophila melanogaster)"	Hnf4_4	HT-SELEX	Nitta2015	M07393_1.94d	
ENSG00000164749	HNF4G	"Inferred - HNF4A (92% AA Identity, Homo sapiens)"	HNF4A_eDBD_HT-SELEX_1	HT-SELEX	Yin2017	M10190_1.94d	
ENSG00000164749	HNF4G	"Inferred - HNF4A (92% AA Identity, Homo sapiens)"	HNF4A_eDBD_HT-SELEX_2	HT-SELEX	Yin2017	M10191_1.94d	
ENSG00000164749	HNF4G	"Inferred - HNF4A (92% AA Identity, Homo sapiens)"	HNF4A_eDBD_HT-SELEX_3	HT-SELEX	Yin2017	M10192_1.94d	
ENSG00000164749	HNF4G	"Inferred - HNF4A (92% AA Identity, Homo sapiens)"	HNF4A_eDBD_HT-SELEX_4	HT-SELEX	Yin2017	M10193_1.94d	
ENSG00000164749	HNF4G	"Inferred - HNF4A (92% AA Identity, Homo sapiens)"	HNF4A_eDBD_Methyl-HT-SELEX_1	Methyl-HT-SELEX	Yin2017	M10194_1.94d	
ENSG00000164749	HNF4G	"Inferred - HNF4A (92% AA Identity, Homo sapiens)"	HNF4A_eDBD_Methyl-HT-SELEX_2	Methyl-HT-SELEX	Yin2017	M10195_1.94d	
ENSG00000164749	HNF4G	"Inferred - HNF4A (92% AA Identity, Homo sapiens)"	HNF4A_eDBD_Methyl-HT-SELEX_3	Methyl-HT-SELEX	Yin2017	M10196_1.94d	
ENSG00000164749	HNF4G	"Inferred - HNF4A (92% AA Identity, Homo sapiens)"	HNF4A_eDBD_Methyl-HT-SELEX_4	Methyl-HT-SELEX	Yin2017	M10197_1.94d	
ENSG00000164749	HNF4G	"Inferred - HNF4A (92% AA Identity, Homo sapiens)"	HNF4A_f1	Misc	HocoMoco	M06584_1.94d	
ENSG00000164749	HNF4G	"Inferred - HNF4A (92% AA Identity, Homo sapiens)"	HepG2-HNF4a_GSE25021	Misc	HOMER	M06918_1.94d	
ENSG00000164749	HNF4G	"Inferred - HNF4A (92% AA Identity, Homo sapiens)"	Mv81	ChIP-seq	modENCODE	M05537_1.94d	
ENSG00000164749	HNF4G	"Inferred - HNF4A (92% AA Identity, Homo sapiens)"	Mv82	ChIP-seq	modENCODE	M05538_1.94d	
ENSG00000164749	HNF4G	"Inferred - HNF4A (92% AA Identity, Homo sapiens)"	V$HNF4ALPHA_Q6	Transfac	Transfac	M04202_1.94d	
ENSG00000164749	HNF4G	"Inferred - HNF4A (92% AA Identity, Homo sapiens)"	V$HNF4A_09	Transfac	Transfac	M04200_1.94d	
ENSG00000164749	HNF4G	"Inferred - HNF4A (92% AA Identity, Homo sapiens)"	V$HNF4A_10	Transfac	Transfac	M04201_1.94d	
ENSG00000164749	HNF4G	"Inferred - HNF4A (92% AA Identity, Homo sapiens)"	V$HNF4A_Q3	Transfac	Transfac	M04203_1.94d	
ENSG00000164749	HNF4G	"Inferred - HNF4A (92% AA Identity, Homo sapiens)"	V$HNF4A_Q6_01	Transfac	Transfac	M04204_1.94d	
ENSG00000164749	HNF4G	"Inferred - HNF4A (92% AA Identity, Homo sapiens)"	V$HNF4_01	Transfac	Transfac	M04199_1.94d	
ENSG00000164749	HNF4G	"Inferred - HNF4A (92% AA Identity, Homo sapiens)"	V$HNF4_01_B	Transfac	Transfac	M04198_1.94d	
ENSG00000164749	HNF4G	"Inferred - HNF4A (92% AA Identity, Homo sapiens)"	V$HNF4_Q6_01	Transfac	Transfac	M04208_1.94d	
ENSG00000164749	HNF4G	"Inferred - HNF4A (92% AA Identity, Homo sapiens)"	V$HNF4_Q6_02	Transfac	Transfac	M04209_1.94d	
ENSG00000164749	HNF4G	"Inferred - HNF4A (92% AA Identity, Homo sapiens)"	V$HNF4_Q6_03	Transfac	Transfac	M04210_1.94d	
ENSG00000164749	HNF4G	"Inferred - HNF4A (92% AA Identity, Homo sapiens)"	V$HNF4_Q6_04	Transfac	Transfac	M04211_1.94d	
ENSG00000164749	HNF4G	"Inferred - Hnf4a (92% AA Identity, Mus musculus)"	Hnf4a_2640	PBM	Badis09	M01999_1.94d	
ENSG00000164749	HNF4G	"Inferred - Hnf4a (92% AA Identity, Mus musculus)"	MA0114.3	SELEX	JASPAR	M02677_1.94d	
ENSG00000215271	HOMEZ	Direct	HOMEZ_1	HT-SELEX	Jolma2013	M05805_1.94d	TRUE
ENSG00000105991	HOXA1	Direct	HOXA1_1	HT-SELEX	Jolma2013	M05808_1.94d	TRUE
ENSG00000105991	HOXA1	Direct	HOXA1_FL_HT-SELEX	HT-SELEX	Yin2017	M08781_1.94d	TRUE
ENSG00000105991	HOXA1	Direct	HOXA1_FL_Methyl-HT-SELEX_1	Methyl-HT-SELEX	Yin2017	M09603_1.94d	
ENSG00000105991	HOXA1	Direct	HOXA1_FL_Methyl-HT-SELEX_2	Methyl-HT-SELEX	Yin2017	M09604_1.94d	
ENSG00000105991	HOXA1	Direct	HXA1_f1	Misc	HocoMoco	M06592_1.94d	
ENSG00000105991	HOXA1	"Inferred - Hoxa1 (100% AA Identity, Mus musculus)"	Hoxa1_3425	PBM	Berger08	M01379_1.94d	
ENSG00000105991	HOXA1	"Inferred - HOXA2 (70% AA Identity, Homo sapiens)"	HOXA2_FL_HT-SELEX	HT-SELEX	Yin2017	M08783_1.94d	
ENSG00000105991	HOXA1	"Inferred - HOXA2 (70% AA Identity, Homo sapiens)"	HOXA2_FL_Methyl-HT-SELEX_1	Methyl-HT-SELEX	Yin2017	M09627_1.94d	
ENSG00000105991	HOXA1	"Inferred - HOXA2 (70% AA Identity, Homo sapiens)"	HOXA2_FL_Methyl-HT-SELEX_2	Methyl-HT-SELEX	Yin2017	M09628_1.94d	
ENSG00000105991	HOXA1	"Inferred - HOXA2 (70% AA Identity, Homo sapiens)"	HOXA2_eDBD_HT-SELEX	HT-SELEX	Yin2017	M08782_1.94d	
ENSG00000105991	HOXA1	"Inferred - HOXA2 (70% AA Identity, Homo sapiens)"	HOXA2_eDBD_Methyl-HT-SELEX_1	Methyl-HT-SELEX	Yin2017	M09625_1.94d	
ENSG00000105991	HOXA1	"Inferred - HOXA2 (70% AA Identity, Homo sapiens)"	HOXA2_eDBD_Methyl-HT-SELEX_2	Methyl-HT-SELEX	Yin2017	M09626_1.94d	
ENSG00000105991	HOXA1	"Inferred - HOXA2 (70% AA Identity, Homo sapiens)"	pTH5887	PBM	Zoo_01	M01231_1.94d	
ENSG00000105991	HOXA1	"Inferred - Hoxa2 (70% AA Identity, Mus musculus)"	Hoxa2_3079	PBM	Berger08	M01329_1.94d	
ENSG00000105991	HOXA1	"Inferred - Hoxa2 (70% AA Identity, Mus musculus)"	mES-Hoxa2_Donaldson_et_al.	Misc	HOMER	M06997_1.94d	
ENSG00000105991	HOXA1	"Inferred - HOXA3 (66% AA Identity, Homo sapiens)"	V$HOXA3_01	Transfac	Transfac	M04219_1.94d	
ENSG00000105991	HOXA1	"Inferred - Hoxa3 (66% AA Identity, Mus musculus)"	Hoxa3_2783	PBM	Badis09	M01465_1.94d	
ENSG00000105991	HOXA1	"Inferred - Hoxa3 (66% AA Identity, Mus musculus)"	Hoxa3_2783	PBM	Berger08	M01466_1.94d	
ENSG00000105991	HOXA1	"Inferred - HOXA4 (68% AA Identity, Homo sapiens)"	HOXA4_eDBD_HT-SELEX	HT-SELEX	Yin2017	M08784_1.94d	
ENSG00000105991	HOXA1	"Inferred - HOXA4 (68% AA Identity, Homo sapiens)"	HOXA4_eDBD_Methyl-HT-SELEX	Methyl-HT-SELEX	Yin2017	M08785_1.94d	
ENSG00000105991	HOXA1	"Inferred - HOXA4 (68% AA Identity, Homo sapiens)"	V$HOXA4_Q2	Transfac	Transfac	M04220_1.94d	
ENSG00000105991	HOXA1	"Inferred - Hoxa4 (68% AA Identity, Mus musculus)"	Hoxa4_3426	PBM	Berger08	M01307_1.94d	
ENSG00000105991	HOXA1	"Inferred - HOXA5 (66% AA Identity, Homo sapiens)"	HOXA5_FL_HT-SELEX	HT-SELEX	Yin2017	M08787_1.94d	
ENSG00000105991	HOXA1	"Inferred - HOXA5 (66% AA Identity, Homo sapiens)"	HOXA5_FL_Methyl-HT-SELEX_1	Methyl-HT-SELEX	Yin2017	M09631_1.94d	
ENSG00000105991	HOXA1	"Inferred - HOXA5 (66% AA Identity, Homo sapiens)"	HOXA5_FL_Methyl-HT-SELEX_2	Methyl-HT-SELEX	Yin2017	M09632_1.94d	
ENSG00000105991	HOXA1	"Inferred - HOXA5 (66% AA Identity, Homo sapiens)"	HOXA5_eDBD_HT-SELEX	HT-SELEX	Yin2017	M08786_1.94d	
ENSG00000105991	HOXA1	"Inferred - HOXA5 (66% AA Identity, Homo sapiens)"	HOXA5_eDBD_Methyl-HT-SELEX_1	Methyl-HT-SELEX	Yin2017	M09629_1.94d	
ENSG00000105991	HOXA1	"Inferred - HOXA5 (66% AA Identity, Homo sapiens)"	HOXA5_eDBD_Methyl-HT-SELEX_2	Methyl-HT-SELEX	Yin2017	M09630_1.94d	
ENSG00000105991	HOXA1	"Inferred - HOXA5 (66% AA Identity, Homo sapiens)"	HXA5_si	Misc	HocoMoco	M06593_1.94d	
ENSG00000105991	HOXA1	"Inferred - HOXA5 (66% AA Identity, Homo sapiens)"	MA0158.1	COMPILED	JASPAR	M02711_1.94d	
ENSG00000105991	HOXA1	"Inferred - HOXA5 (66% AA Identity, Homo sapiens)"	V$HOX13_01	Transfac	Transfac	M04214_1.94d	
